"MasterUID
ROP3_AGWM CountryCode_PEID",CrossReference,AGWM CountryCode,WAGF Region,WAGF BLOCK,WAGF MEMBER,WAGF_UID,AGWM Country Name,AGWM Area,AGWM Region,IMB UID,FID,PEID,PGID,Status,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDe, Pop ,PopCls,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,ROL,Lang,LangFamily,ROR,Rlgn,RORdesc,Rlgn_AGWM Region,AGWM Religion Breakdown,ROR3,RlgnBs,ROR4,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,Location
,,,,,,,,,,,,,,,Arain (Kannauji),,,,,,,,,,,,,,,,,,,,,,,soy,Miyobe,,,,,,,,,,,116482,"Kalal, Sadri",306953,Rastogi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Parkavakulam,,,,,,,,,,,,,,,,,,,,,,,pac,Pacoh,,,,,,,,,,,118790,"Kol, Chhattisgarhi",307869,"Tajik, Sarikoli",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Agri,,,,,,,,,,,,,,,,,,,,,,,trj,Toram,,,,,,,,,,,114059,Ga Mong,302435,Foodo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nambutiri,,,,,,,,,,,,,,,,,,,,,,,gju,Gujari,,,,,,,,,,,103727,Harzani,300410,"Arab, Marsh",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Suda,,,,,,,,,,,,,,,,,,,,,,,bgc,Haryanvi,,,,,,,,,,,117127,Barae,308392,Tusu / Tusa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sungor,,,,,,,,,,,,,,,,,,,,,,,uzn,Northern Uzbek,,,,,,,,,,,102734,Zenaga,304315,Kucong,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Begi-Mao,,,,,,,,,,,,,,,,,,,,,,,ort,Adivasi Oriya,,,,,,,,,,,118672,Natua,303385,Jiiddu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ya,,,,,,,,,,,,,,,,,,,,,,,rus,Russian,,,,,,,,,,,111719,"Budhan, Muslim",302632,Gciriku,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Laotian,,,,,,,,,,,,,,,,,,,,,,,btd,Batak Dairi,,,,,,,,,,,105829,Lokoro,304204,Koraga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Central Sama,,,,,,,,,,,,,,,,,,,,,,,uuu,U,,,,,,,,,,,113228,Navait,308864,Xijima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Totela,,,,,,,,,,,,,,,,,,,,,,,xkz,Kurtokha,,,,,,,,,,,102304,Coyaima,300958,Batlukh,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gosha,,,,,,,,,,,,,,,,,,,,,,,bqj,Bandial,,,,,,,,,,,106046,Mahra,300429,Arabized Black,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Krishnavaka,,,,,,,,,,,,,,,,,,,,,,,sbj,Surbakhal,,,,,,,,,,,111860,Dadupanthi,301767,Chopan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Hajjam (Bengali),,,,,,,,,,,,,,,,,,,,,,,vgr,Vaghri,,,,,,,,,,,102831,Sharchop,301808,Chitari / Chittari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Senufo, Senara",,,,,,,,,,,,,,,,,,,,,,,okn,Oki-No-Erabu,,,,,,,,,,,102925,Engenni,303379,Jiasou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Malakar,,,,,,,,,,,,,,,,,,,,,,,gea,Geruma,,,,,,,,,,,118940,Karalar,303411,Jongor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Naita,,,,,,,,,,,,,,,,,,,,,,,pqa,Pa’a,,,,,,,,,,,103309,Geser-Gorom,304053,Kirifi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Telengi,,,,,,,,,,,,,,,,,,,,,,,ssn,Waata,,,,,,,,,,,106564,Mesengo,307617,Soliga / Soligaru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chenna Dasar,,,,,,,,,,,,,,,,,,,,,,,ttg,Tutong,,,,,,,,,,,108928,Sheko,303453,Kachi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Bulgarian,,,,,,,,,,,,,,,,,,,,,,,dok,Dondo,,,,,,,,,,,112394,Kalladi,308974,Yauma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Li, Meifu",,,,,,,,,,,,,,,,,,,,,,,teq,Temein,,,,,,,,,,,105682,Laven,307606,Sofi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Lalu, Xinping",,,,,,,,,,,,,,,,,,,,,,,nnj,Nyangatom,,,,,,,,,,,101783,Burun,301389,Bosniak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Angolan,,,,,,,,,,,,,,,,,,,,,,,ymx,Northern Muji,,,,,,,,,,,116249,Garodi,305486,Mir,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chunari,,,,,,,,,,,,,,,,,,,,,,,oog,Ong,,,,,,,,,,,100216,Kluet,303840,Kayalar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Hardas,,,,,,,,,,,,,,,,,,,,,,,wbl,Wakhi,,,,,,,,,,,117758,Radhi,300952,Bateri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ukaan,,,,,,,,,,,,,,,,,,,,,,,sze,Seze,,,,,,,,,,,118952,Lakkamari Kapu,305285,Mavilan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yanghuang,,,,,,,,,,,,,,,,,,,,,,,mxj,Miju-Mishmi,,,,,,,,,,,119351,Nema,302154,Dom / Domar / Domban,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kazakh,,,,,,,,,,,,,,,,,,,,,,,hik,Seit-Kaitetu,,,,,,,,,,,113383,Purig-Pa,305195,Marari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Amba,,,,,,,,,,,,,,,,,,,,,,,dln,Darlong,,,,,,,,,,,118824,Patanwadia,303381,Jibbali (Shehri),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wasi,,,,,,,,,,,,,,,,,,,,,,,tdj,Tajio,,,,,,,,,,,113420,Rajpur,302130,Dobase,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jerba,,,,,,,,,,,,,,,,,,,,,,,fwe,Fwe,,,,,,,,,,,110576,Belanda Viri,300892,Bargah,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Central Swahili,,,,,,,,,,,,,,,,,,,,,,,dgr,Tlicho,,,,,,,,,,,110289,Tunni,307838,Tai Dam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Kyrgyzstani,,,,,,,,,,,,,,,,,,,,,,,bra,Braj Bhasha,,,,,,,,,,,112272,Ilavathi,302352,Ersu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jains (Telugu),,,,,,,,,,,,,,,,,,,,,,,bna,Bonerate,,,,,,,,,,,101725,Bulgeda,306700,Phunoi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kerarish,,,,,,,,,,,,,,,,,,,,,,,dgs,Dogoso,,,,,,,,,,,106754,"Arab, Mongallese",307420,Central Tati (Shahrudi),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kalal (Sadri),,,,,,,,,,,,,,,,,,,,,,,kec,Keiga,,,,,,,,,,,118752,"Jogi, Odia",307213,Sanghar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kol (Chhattisgarhi),,,,,,,,,,,,,,,,,,,,,,,phr,Pahari-Potwari,,,,,,,,,,,115821,Jiye,308888,Yaeyama,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ga Mong,,,,,,,,,,,,,,,,,,,,,,,khf,Khuen,,,,,,,,,,,112495,Khalpa,304168,Konda Kammara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Tati, Northern",,,,,,,,,,,,,,,,,,,,,,,tsl,Ts’ün-Lao,,,,,,,,,,,118740,"Gosain, Chhattisgarhi",303882,Kempatti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Barae,,,,,,,,,,,,,,,,,,,,,,,sok,Sokoro,,,,,,,,,,,112943,Meda,301870,Dabarre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Zenaga,,,,,,,,,,,,,,,,,,,,,,,dwa,Diri,,,,,,,,,,,114558,Ci-Gbe,301602,Catalonian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Natua,,,,,,,,,,,,,,,,,,,,,,,prc,Parachi,,,,,,,,,,,117759,Nilkanth,303461,Kadaru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Budhan,,,,,,,,,,,,,,,,,,,,,,,swi,Sui,,,,,,,,,,,112074,Gondhali,302686,Ghulfan / Gulfan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pari,,,,,,,,,,,,,,,,,,,,,,,hea,Northern Qiandong Miao,,,,,,,,,,,111302,Anjana,306889,Rachavar / Razu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nawaiyat,,,,,,,,,,,,,,,,,,,,,,,ngt,Kriang,,,,,,,,,,,112120,Gangai,306061,Nguan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Coyaima,,,,,,,,,,,,,,,,,,,,,,,asl,Asilulu,,,,,,,,,,,117273,Rastogi,300173,Akkin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mahra,,,,,,,,,,,,,,,,,,,,,,,dbb,Deno,,,,,,,,,,,114322,"Tajik, Sarikoli",309132,Zuwarah / Zuara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dadupanthi,,,,,,,,,,,,,,,,,,,,,,,phl,Palula,,,,,,,,,,,103042,Foodo,302341,Epie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Monba, Cona",,,,,,,,,,,,,,,,,,,,,,,bwn,Wunai Bunu,,,,,,,,,,,116085,"Arab, Marsh",305403,Mensa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Engenni,,,,,,,,,,,,,,,,,,,,,,,yno,Yong,,,,,,,,,,,114339,Tusu,308102,Thai,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Karlar,,,,,,,,,,,,,,,,,,,,,,,dms,Dampelas,,,,,,,,,,,114143,Kucong,305619,Moronene,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Geser Gorom,,,,,,,,,,,,,,,,,,,,,,,por,Portuguese,,,,,,,,,,,104266,Jiiddu,306352,Oriya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mesengo,,,,,,,,,,,,,,,,,,,,,,,mou,Mogum,,,,,,,,,,,103280,Gciriku,305580,Mongol (Mongolian),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sheko,,,,,,,,,,,,,,,,,,,,,,,bdm,Buduma,,,,,,,,,,,103639,"Bozo, Hain",307973,Targala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kalladi,,,,,,,,,,,,,,,,,,,,,,,kty,Kango (Bas-Uélé District),,,,,,,,,,,117761,Koraga,301612,Chayakkaran,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Laven,,,,,,,,,,,,,,,,,,,,,,,neh,Nyenkha,,,,,,,,,,,114357,Xijima,306180,Nubi / Nubian,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Burun, Lange",,,,,,,,,,,,,,,,,,,,,,,gax,Borana-Arsi-Guji Oromo,,,,,,,,,,,116313,Batlukh,307819,Tagbo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Greek,,,,,,,,,,,,,,,,,,,,,,,hoj,Haroti,,,,,,,,,,,100433,Arabized Black,301175,Bhuyiar / Bhuiyar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Garodi,,,,,,,,,,,,,,,,,,,,,,,lae,Pattani,,,,,,,,,,,118726,Chopan,302879,Guraw,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Palestinian,,,,,,,,,,,,,,,,,,,,,,,lsd,Lishana Deni,,,,,,,,,,,117785,Chitari,303802,Katipapala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kluet,,,,,,,,,,,,,,,,,,,,,,,jpn,Japanese,,,,,,,,,,,114124,Jiasou,305518,Miyana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Radhi,,,,,,,,,,,,,,,,,,,,,,,lbt,Lachi,,,,,,,,,,,104298,Jongor,305878,Naoda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lakkamari Kapu,,,,,,,,,,,,,,,,,,,,,,,mhw,Mbukushu,,,,,,,,,,,105039,Kirifi,305793,Nagda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nema,,,,,,,,,,,,,,,,,,,,,,,vkz,Koro Zuba,,,,,,,,,,,114488,Soligaru,304148,Komara Panta / Komarpaik,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Purig-Pa,,,,,,,,,,,,,,,,,,,,,,,ibr,Ibuoro,,,,,,,,,,,117078,Kachi,300864,Baonuo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Patanwadia,,,,,,,,,,,,,,,,,,,,,,,mns,Mansi,,,,,,,,,,,111004,Yauma,306908,Rajbhar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Rajapuri,,,,,,,,,,,,,,,,,,,,,,,lkh,Lakha,,,,,,,,,,,113654,Sofi,309325,"Bedouin, Nail",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Viri,,,,,,,,,,,,,,,,,,,,,,,bqg,Bago-Kusuntu,,,,,,,,,,,101629,Bosniak,307104,Sadhu Cetti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tunni,,,,,,,,,,,,,,,,,,,,,,,kxj,Kulfa,,,,,,,,,,,119488,"Mir, Gujarati",306787,Pong,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ezhavathi,,,,,,,,,,,,,,,,,,,,,,,pbp,Badyara,,,,,,,,,,,117730,Kayalar,300305,Andi (Qwannab),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bulgeda,,,,,,,,,,,,,,,,,,,,,,,bva,Barein,,,,,,,,,,,101132,Bateri,308243,Tomini,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mongallese Arab,,,,,,,,,,,,,,,,,,,,,,,zne,Zande,,,,,,,,,,,112880,Mavilan,302763,Gopal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jogi (Oriya),,,,,,,,,,,,,,,,,,,,,,,nml,Ndemli,,,,,,,,,,,118731,"Dom, Chhattisgarhi",305557,Mokoulou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jiye,,,,,,,,,,,,,,,,,,,,,,,kbo,Keliko,,,,,,,,,,,115197,"Tibetan, Heishui",305670,Muirin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khalpa,,,,,,,,,,,,,,,,,,,,,,,zyg,Yang Zhuang,,,,,,,,,,,106316,Mararit,303513,Kajakse,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gosain (Chhattisgarhi),,,,,,,,,,,,,,,,,,,,,,,clk,Idu-Mishmi,,,,,,,,,,,108895,Jibbali,308465,Uneme,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Meda,,,,,,,,,,,,,,,,,,,,,,,mhu,Digaro-Mishmi,,,,,,,,,,,102654,Dobase,305738,Mushungulu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ci,,,,,,,,,,,,,,,,,,,,,,,tyj,Tai Yo,,,,,,,,,,,116465,"Jain, Maithili",308601,Vetan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Swahili, Bantu",,,,,,,,,,,,,,,,,,,,,,,mbd,Dibabawon Manobo,,,,,,,,,,,115659,Bargah,301176,Bhujia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nilkanth,,,,,,,,,,,,,,,,,,,,,,,skq,Sininkere,,,,,,,,,,,109709,Tai Dam,305674,Muker / Mukeri / Mochi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gondhali,,,,,,,,,,,,,,,,,,,,,,,lop,Lopa,,,,,,,,,,,114052,Ersu,305693,Mundala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Anjana,,,,,,,,,,,,,,,,,,,,,,,bfw,Bondo,,,,,,,,,,,108015,Phunoi,307619,Soliman,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gangai,,,,,,,,,,,,,,,,,,,,,,,hca,Andaman Hindi Creole,,,,,,,,,,,114717,"Tati, Central",309374,Kenana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Mauritanian,,,,,,,,,,,,,,,,,,,,,,,nmy,Namuyi,,,,,,,,,,,118929,"Hajjam, Gujarati",307756,Sunwar / Sunuwar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Lebanese,,,,,,,,,,,,,,,,,,,,,,,lcq,Luhu,,,,,,,,,,,113508,Sangar,306832,Kallasari / Pulisari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Rastogi,,,,,,,,,,,,,,,,,,,,,,,zag,Zaghawa,,,,,,,,,,,110913,Yaeyama,305538,Mogaveera,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Tajik, Sarikoli",,,,,,,,,,,,,,,,,,,,,,,heb,Hebrew,,,,,,,,,,,118946,Konda Kammara,306581,Parvatarajakulam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Foodo,,,,,,,,,,,,,,,,,,,,,,,arv,Arbore,,,,,,,,,,,111342,Arasu,308229,Toku-No-Shima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Marsh Arab,,,,,,,,,,,,,,,,,,,,,,,tsj,Tshangla,,,,,,,,,,,106662,Dabarre,309341,"Bedouin, Sirtican",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tusu,,,,,,,,,,,,,,,,,,,,,,,nev,Nyaheun,,,,,,,,,,,118761,"Kasar, Gujarati",309338,"Bedouin, Riyah",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kucong,,,,,,,,,,,,,,,,,,,,,,,tgr,Tareng,,,,,,,,,,,101896,Catalonian,306403,Padhar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jiiddu,,,,,,,,,,,,,,,,,,,,,,,phh,Phula,,,,,,,,,,,104164,"Amazigh, Jalo",303585,Kambar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gciriku,,,,,,,,,,,,,,,,,,,,,,,zna,Zan Gula,,,,,,,,,,,104380,Kadaru,307711,Subia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bozo Kelenga,,,,,,,,,,,,,,,,,,,,,,,bxw,Bankagooma,,,,,,,,,,,103350,Ghulfan,304762,Logol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koraga,,,,,,,,,,,,,,,,,,,,,,,ndt,Ndunga,,,,,,,,,,,113446,Razu,302479,Gaccha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Xijima,,,,,,,,,,,,,,,,,,,,,,,nos,Eastern Nisu,,,,,,,,,,,116787,"Nai, Mewari",304362,Kumar Kstriya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Avar, Batlukh-Gid",,,,,,,,,,,,,,,,,,,,,,,aib,Ainu,,,,,,,,,,,117345,Ghorbati,303180,Ilayatu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Arabized African,,,,,,,,,,,,,,,,,,,,,,,dtp,Kadazan Dusun,,,,,,,,,,,113818,Turk,308222,Toka,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chopan,,,,,,,,,,,,,,,,,,,,,,,sqk,Albanian Sign Language,,,,,,,,,,,107284,Nguan,309306,Shifir,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chitari,,,,,,,,,,,,,,,,,,,,,,,kia,Kim,,,,,,,,,,,116039,Akkin,309379,Wadalka,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jiasou,,,,,,,,,,,,,,,,,,,,,,,ydg,Yadgha,,,,,,,,,,,111196,Zuwarah,309378,Kajakaja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jongor,,,,,,,,,,,,,,,,,,,,,,,krs,Gbaya,,,,,,,,,,,102933,Epie,309366,Dajo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kirifi,,,,,,,,,,,,,,,,,,,,,,,bqk,Banda-Mbrès,,,,,,,,,,,106550,Mensa,304522,Ladar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Soligaru,,,,,,,,,,,,,,,,,,,,,,,kwv,Sara Kaba Naa,,,,,,,,,,,104960,"Thai, Northern",304031,Kineenawi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kaci,,,,,,,,,,,,,,,,,,,,,,,cji,Chamalal,,,,,,,,,,,106807,Moronene,303948,Kharvi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yauma,,,,,,,,,,,,,,,,,,,,,,,amh,Amharic,,,,,,,,,,,113276,Oriya,307279,Sarodi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sofi,,,,,,,,,,,,,,,,,,,,,,,cbi,Chachi,,,,,,,,,,,117238,"Mongol, Qinghai",308863,Xibe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Papua New Guinean,,,,,,,,,,,,,,,,,,,,,,,xnr,Kangri,,,,,,,,,,,113746,"Targala, Hindu",309278,Tambo (Zambia),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bosniak,,,,,,,,,,,,,,,,,,,,,,,dml,Dameli,,,,,,,,,,,111855,Chayakkaran,305093,Mandaean,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mir,,,,,,,,,,,,,,,,,,,,,,,kkn,Kon Keu,,,,,,,,,,,104847,Nubi,300801,Banchada,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kayalar,,,,,,,,,,,,,,,,,,,,,,,wne,Waneci,,,,,,,,,,,112773,"Lodha, Hindu",300840,Banjaniya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bateri,,,,,,,,,,,,,,,,,,,,,,,fin,Finnish,,,,,,,,,,,109693,Tagbo,303937,Khangar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mavilan,,,,,,,,,,,,,,,,,,,,,,,xka,Kalkoti,,,,,,,,,,,111614,Bhuyiar,304178,Kongu Vaisnava,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dom (Chhattisgarhi),,,,,,,,,,,,,,,,,,,,,,,sdg,Savi,,,,,,,,,,,118643,Guraw,300759,Balasantoshi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Heishui,,,,,,,,,,,,,,,,,,,,,,,kaf,Katso,,,,,,,,,,,117104,Katipamula,307503,Siddi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mararit,,,,,,,,,,,,,,,,,,,,,,,amv,Ambelau,,,,,,,,,,,112979,Miana,306601,Patari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jibbali,,,,,,,,,,,,,,,,,,,,,,,pnq,Pana (Burkina Faso),,,,,,,,,,,115067,"Comorian, Mwali",305482,Minyag / Minyak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dobase,,,,,,,,,,,,,,,,,,,,,,,siy,Sivandi,,,,,,,,,,,118895,Naoda,303921,Khakar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jains (Maithili),,,,,,,,,,,,,,,,,,,,,,,bsg,Bashkardi,,,,,,,,,,,118713,"Arain, Panjabi",305667,Mughal / Moghal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bargah,,,,,,,,,,,,,,,,,,,,,,,soj,Soi,,,,,,,,,,,115214,Nagda,301811,Chobdar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Black Thai,,,,,,,,,,,,,,,,,,,,,,,bsh,Kati,,,,,,,,,,,112657,Komarpaik,302776,Gosangi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ersu,,,,,,,,,,,,,,,,,,,,,,,peh,Bonan,,,,,,,,,,,101024,Baonuo,302378,Ewenki (Evenki),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phunoi,,,,,,,,,,,,,,,,,,,,,,,oyb,Oy,,,,,,,,,,,113416,Rajbhar,304610,Laru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Tati, Central",,,,,,,,,,,,,,,,,,,,,,,loh,Laarim,,,,,,,,,,,107028,"Bedouin, Nail",301555,Cai (Gelao),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Hajjam (Gujarati),,,,,,,,,,,,,,,,,,,,,,,nmd,Ndumu,,,,,,,,,,,116794,"Pinjara, Bengali",308459,Umm Heitan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sanghar,,,,,,,,,,,,,,,,,,,,,,,mnj,Munji,,,,,,,,,,,118853,"Tamboli, Telugu",304988,Makrani,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yaeyama,,,,,,,,,,,,,,,,,,,,,,,mjp,Malapandaram,,,,,,,,,,,117765,Sadhu Chetty,301995,Degema,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Omani,,,,,,,,,,,,,,,,,,,,,,,pha,Pa-Hng,,,,,,,,,,,111243,Pong,309365,Kalik,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Red Thai,,,,,,,,,,,,,,,,,,,,,,,liu,Logorik,,,,,,,,,,,100328,Andi,308619,Vinza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avar,,,,,,,,,,,,,,,,,,,,,,,lha,Laha (Viet Nam),,,,,,,,,,,110149,Tomini,303850,Kayikala,,,,,,,,,,,,,,,,,,,,
