OBJECTID,ROP25,KinshipGroup,Description,ROP2,Status,AddDate,EditDate
2191,307432,Shanenawa,"an indigenous people of Brazil, Acre",C0010,1,2021-07-20T00:00:00+00:00,2024-12-16T00:00:00+00:00
2192,307473,Shipibo,"a people of Peru. Huanuco, Loreto, and Ucayali regions",C0010,1,2021-07-20T00:00:00+00:00,2022-05-23T00:00:00+00:00
2193,307479,Shoshone,an indigenous Native American tribe of the United States,C0154,1,2021-07-20T00:00:00+00:00,2024-08-01T00:00:00+00:00
2194,307482,Shubi / Subi,a people of Tanzania,C0260,1,2021-07-20T00:00:00+00:00,2022-05-23T00:00:00+00:00
2195,307515,Sila / Sida,an ethnic group of northern Laos,C0229,1,2021-07-20T00:00:00+00:00,2025-01-06T00:00:00+00:00
2196,307554,Sino-Burmese,a people of mixed Chinese and Burmese descent,C0065,1,2021-07-20T00:00:00+00:00,2025-09-29T00:00:00+00:00
2197,307555,Sino-Mauritian,a people of mixed Chinese and Mauritian descent,C0065,1,2021-07-20T00:00:00+00:00,2025-09-29T00:00:00+00:00
2198,307556,Sino-Malay,a people of mixed Chinese and Malay descent,C0171,1,2021-07-20T00:00:00+00:00,2025-09-29T00:00:00+00:00
2199,307557,Sino-Vietnamese,a people of mixed Chinese and Vietnamese descent,C0065,1,2021-07-20T00:00:00+00:00,2025-09-29T00:00:00+00:00
2200,307599,So Makon,an indigenous people of Laos,C0147,1,2021-07-20T00:00:00+00:00,2025-01-03T00:00:00+00:00
2201,307620,Solomon Islanders,a people of the Solomon Islands,C0197,1,2021-07-20T00:00:00+00:00,2023-10-24T00:00:00+00:00
2202,307676,Sotho,a Sotho-Tswana ethnic group indigenous to Lesotho and South Africa,C0273,1,2021-07-20T00:00:00+00:00,2023-10-24T00:00:00+00:00
2203,307685,Chuvan,a small Indigenous ethnic group of Russia,C0223,1,2021-07-20T00:00:00+00:00,2025-07-25T00:00:00+00:00
2204,307699,Stieng,a Mon-Khmer ethnic group of southern Vietnam and adjacent areas of Cambodia,C0147,1,2021-07-20T00:00:00+00:00,2023-10-24T00:00:00+00:00
2205,307709,Subei / Jiangbe,a people of China,C0065,1,2021-07-20T00:00:00+00:00,2024-01-11T00:00:00+00:00
2206,307791,Sylheti Bengali,an ethnocultural group from the Sylhet region of Bangladesh,C0043,1,2021-07-20T00:00:00+00:00,2025-01-08T00:00:00+00:00
2207,307906,Tambo (Nigeria),"a dialect subgroup of Mbula-Bwazza (mbu), a language of Nigeria",C0265,1,2021-07-20T00:00:00+00:00,2023-02-16T00:00:00+00:00
2208,307913,Tamil,an ethnocultural community of India and Sri Lanka,C0213,1,2021-07-20T00:00:00+00:00,2025-07-08T00:00:00+00:00
2209,307930,Thanapati,an ethnocultural community of India; a section of the Mali caste. Odisha,C0309,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2210,307935,Tanema / Tanima,"a people of the Solomon Islands. Temotu province: Vanikolo island, Emua village",C0197,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2211,307944,Tangsa / Tangshang,"a tribal community of India and Myanmar (Tangsa is more commonly used in India, Tangshang in Myanmar)",C0334,1,2021-07-20T00:00:00+00:00,2024-12-18T00:00:00+00:00
2212,307954,Ta-Oy (Tai'oh),an ethnic community of Laos,C0147,1,2021-07-20T00:00:00+00:00,2025-01-06T00:00:00+00:00
2213,307972,Tareng / Laoseng,a people of Laos. Xekong province,C0147,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2214,307996,Tatoga (Datooga),"a people of Tanzania. Dodoma, Manyara, Singida, and Tabora regions",C0153,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2215,308015,Tavoyan / Dawei,a people of Myanmar. Tanintharyi region,C0058,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2216,308086,Tessi / Tesse,a people of Sudan. South Kordofan state,C0156,1,2021-07-20T00:00:00+00:00,2024-02-14T00:00:00+00:00
2217,308171,Tingal,a people of Sudan. South Kordofan state,C0156,1,2021-07-20T00:00:00+00:00,2023-02-13T00:00:00+00:00
2218,308217,"Banda, Togbo",a people of Democratic Republic of the Congo,C0003,1,2021-07-20T00:00:00+00:00,2023-10-24T00:00:00+00:00
2219,308346,Toum (Tum),"a dialect subgroup of Hung (hnu), a language of Laos",C0147,1,2021-07-20T00:00:00+00:00,2025-01-03T00:00:00+00:00
2220,308382,Turk Zamat,an ethnocultural community of India. Gujarat: Junagadh district,C0221,1,2021-07-20T00:00:00+00:00,2023-10-27T00:00:00+00:00
2221,308397,Tutsi (Rwandese),a people of Rwanda; one of three distinct Banyarwanda peoples,C0260,1,2021-07-20T00:00:00+00:00,2022-07-19T00:00:00+00:00
2222,308421,Uchoi (Usoi),"an ethnocultural community of Bangladesh (Sylhet, Chittagong Hill Tracts) and India (Tripura)",C0333,1,2021-07-20T00:00:00+00:00,2023-05-26T00:00:00+00:00
2223,308457,Ovimbundu (Umbundu),"the largest ethnic group in Angola, making up approximately 38% of the country's population",C0264,1,2021-07-20T00:00:00+00:00,2025-07-25T00:00:00+00:00
2224,308470,Yuman,a people of the United States,C0154,1,2021-07-20T00:00:00+00:00,2024-07-30T00:00:00+00:00
2225,308580,Veelyagara Kshatriya / Vilyagara,an ethnocultural community of India. Karnataka,C0346,1,2021-07-20T00:00:00+00:00,2025-01-10T00:00:00+00:00
2226,308596,Venda / Lembaa,a people of South Africa. Limpopo province,C0274,1,2021-07-20T00:00:00+00:00,2022-06-06T00:00:00+00:00
2227,308598,Vengoo / Ngo,"a people of Cameroon. North West Province, Ngo Ketunjia Division, north of Ndop on Ndop Plain",C0257,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2228,308599,Vepsian (Veps),a people of Russia. Karelia republic,C0073,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2229,308600,Vere / Verre,a people of Nigeria,C0003,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2230,308612,Vige / Vigue (Viemo),a people of Burkina Faso. Cascades and Sud-Ouest regions,C0087,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2231,308639,Voro-Seto,"a people of Estonia. Põlva, Tartu, Valga, and Võru counties",C0073,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2232,308640,Voro,a people of Nigeria. Adamawa state: Guyuk and Song LGAs,C0003,1,2021-07-20T00:00:00+00:00,2022-06-09T00:00:00+00:00
2233,308802,Wintun,a group of federally recognized Native American tribes based in the U.S. state of California,C0154,1,2021-07-20T00:00:00+00:00,2024-08-22T00:00:00+00:00
2234,308950,Yao (Bantu),a Bantu ethnic group of southeast Africa,C0035,1,2021-07-20T00:00:00+00:00,2025-01-15T00:00:00+00:00
2235,308954,Yaqui,an Amerindian tribe of Mexico and the United States,C0154,1,2021-07-20T00:00:00+00:00,2024-06-24T00:00:00+00:00
2236,308981,"Yawalapiti, Walapiti",an indigenous people of Brazil. Mato Grosso: Xingu Indigenous Park,C0010,1,2021-07-20T00:00:00+00:00,2025-02-20T00:00:00+00:00
2237,308982,Yawanawa,an indigenous people of Brazil: Acre state,C0010,1,2021-07-20T00:00:00+00:00,2025-02-20T00:00:00+00:00
2238,309125,Zou (Zomi Chin),an ethnocultural community of Myanmar,C0332,1,2021-07-20T00:00:00+00:00,2023-04-14T00:00:00+00:00
2239,301546,Cabiyari (Kawiyari),a people of Colombia. Amazonas and Vaupés departments: Cananarí river area,C0201,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2240,301548,Cacua (Macu),"a people of Colombia. Vaupés department: Wacará, 30 km east of Mitú",C0201,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2241,301568,Camsa (Kamentsa),"a people of Colombia. Putumayo department: Sibundoy valley, near Ingas",C0201,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2242,301592,Galibi (Galibi Carib),"an indigenous people scattered widely throughout Venezuela, Colombia, Brazil, Guyana, Surinam, French Guiana, Belize, Peru, Honduras, and the Antilles",C0201,1,2021-07-20T00:00:00+00:00,2022-05-26T00:00:00+00:00
2243,301606,"Embera-Catio, Katio","a people of Colombia. Antioquia, Chocó, and Córdoba departments",C0201,1,2021-07-20T00:00:00+00:00,2023-09-14T00:00:00+00:00
2244,301626,Chachilla (Chachi),a people of Ecuador. Esmeraldas province: Cayapas river and tributaries,C0201,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2245,301815,Cofan / Kofan,a people of Ecuador. Napo and Sucumbios provinces,C0201,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2246,301816,Cogapacori (Nanti),"a subtribe of the Machiguenga, an Arawakan Amerindian group living in the Upper Amazon basin of southeastern Peru",C0201,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2247,301817,Kogi (Kogui / Cogui),"a people of Colombia. La Guajira and Magdalena departments: north, east, and west slopes of Sierra Nevada de Santa Marta",C0201,1,2021-07-20T00:00:00+00:00,2022-02-16T00:00:00+00:00
2248,301819,Colorado (Tsachila),a people of Ecuador. Santo Domingo de los Tsáchilas province: provincial capital area,C0201,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2249,301850,"Cubeo (Kubeo, Cuveo)","a people of Colombia. Vaupés department: Cuduyari, Querarí, and Vaupés rivers and tributaries",C0201,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2250,302311,Embera,an indigenous people of Panama and Colombia,C0201,1,2021-07-20T00:00:00+00:00,2022-05-20T00:00:00+00:00
2251,302448,Fulnio (Furnio),"a people of Brazil. Alagoas state; Pernambuco state: Sertão, Águas Belas municipality",C0201,1,2021-07-20T00:00:00+00:00,2022-02-09T00:00:00+00:00
2252,302805,Guajibo (Guahibo),an Amerindian tribe of Colombia. Arauca department,C0201,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2253,302806,Wayuu (Guajiro),a people of Colombia,C0201,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2254,302811,"Wanano, Guanano","an Eastern Tukanoan speaking group of Amerindians who occupy the banks of the Vaupes River from Uaracapuri Falls in Colombia to Yavarete, Brazil",C0201,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2255,302814,"Guarequena, Warekena",a people of Venezuela,C0201,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2256,303126,"Iapama, Apama",a people of Brazil. Pará and Amapá states border region,C0201,1,2021-07-20T00:00:00+00:00,2022-02-21T00:00:00+00:00
2257,303427,Yudjá (Juruna),an indigenous people of Brazil. Mato Grosso: Xingu Indigenous Park,C0201,1,2021-07-20T00:00:00+00:00,2023-06-29T00:00:00+00:00
2258,304055,Kiriri,an indigenous tribe of Brazil. Bahia,C0201,1,2021-07-20T00:00:00+00:00,2023-06-27T00:00:00+00:00
2259,304378,Kuna (Colombia),a people of Colombia,C0201,1,2021-07-20T00:00:00+00:00,2021-09-03T00:00:00+00:00
2260,304396,Atacameno (Kunza),"an indigenous people of Chile, Atacama Desert area",C0201,1,2021-07-20T00:00:00+00:00,2022-02-07T00:00:00+00:00
2261,304683,Letuama / Retuara,a small Amerindian tribe today living at the confluence of the Pira-parana and Apaporis rivers in the Vaupes drainage area of southeastern Colombia,C0201,1,2021-07-20T00:00:00+00:00,2022-04-28T00:00:00+00:00
2262,304992,Makuxi / Macushi,a people of Brazil,C0201,1,2021-07-20T00:00:00+00:00,2022-05-03T00:00:00+00:00
2263,305032,Wiwa (Malayo),a people of Colombia. Cesar and La Guajira departments: south and east slopes of Sierra Nevada de Santa Marta,C0201,1,2021-07-20T00:00:00+00:00,2022-02-16T00:00:00+00:00
2264,305291,Mawayana / Mapidian,a people of Brazil. Roraima state,C0201,1,2021-07-20T00:00:00+00:00,2022-05-03T00:00:00+00:00
2265,305976,Negarote / Maimande,"a dialect of Mamainde (wmd), a language of Brazil",C0201,1,2021-07-20T00:00:00+00:00,2022-05-06T00:00:00+00:00
2266,306284,Waiapi (Wayampi),an indigenous people of Brazil. Amazonas,C0201,1,2021-07-20T00:00:00+00:00,2022-06-13T00:00:00+00:00
2267,306357,Oro Win / Oro Wari,a people of Brazil,C0201,1,2021-07-20T00:00:00+00:00,2022-05-10T00:00:00+00:00
2268,306564,Paresi,an indigenous people of Brazil,C0201,1,2021-07-20T00:00:00+00:00,2024-11-08T00:00:00+00:00
2269,306732,Pira-Tapuia / Piratapuyo,a people of Brazil,C0201,1,2021-07-20T00:00:00+00:00,2022-05-18T00:00:00+00:00
2270,306733,Yine,"an Arawakan-speaking group of Amerindians who live in small scattered groups in the forests on the Urubamba, Cushabatay, and Madre de Dios rivers in the Peruvian amazon and between the upper Iaco and Acre rivers in the state of Acre, Brazil",C0201,1,2021-07-20T00:00:00+00:00,2022-02-16T00:00:00+00:00
2271,307796,Tabare / Karina,"a dialect subgroup of Galibi Carib (car), a language of Venezuela",C0201,1,2021-07-20T00:00:00+00:00,2022-05-26T00:00:00+00:00
2272,308002,Taurepang / Taulipang,a people of Brazil; a dialect subgroup of Pemon,C0201,1,2021-07-20T00:00:00+00:00,2022-05-27T00:00:00+00:00
2273,308163,Ticuna,a people of Brazil. Amazonas state: upper Solimões river area,C0201,1,2021-07-20T00:00:00+00:00,2022-05-31T00:00:00+00:00
2274,308202,Toba (South America),"an indigenous community of South America, native to Argentina, Paraguay, and Bolivia",C0201,1,2021-07-20T00:00:00+00:00,2023-06-13T00:00:00+00:00
2275,308237,Tolupan / Jicaque,a people of Honduras. Francisco Morazan department: Montana de la Flor and Yoro,C0201,1,2021-07-20T00:00:00+00:00,2022-05-31T00:00:00+00:00
2276,308286,Trio / Tiriyo,a people of Suriname. Sipaliwini district,C0201,1,2021-07-20T00:00:00+00:00,2022-06-01T00:00:00+00:00
2277,308752,Wasu / Wassu,a people of  Brazil. Alagoas,C0201,1,2021-07-20T00:00:00+00:00,2022-06-13T00:00:00+00:00
2278,308763,Wounaan,a people of Panama,C0201,1,2021-07-20T00:00:00+00:00,2022-02-16T00:00:00+00:00
2279,308769,Wayoro / Ajuru,"a people of Brazil. Rondonia: Poroca post, Guapore river",C0201,1,2021-07-20T00:00:00+00:00,2022-06-13T00:00:00+00:00
2280,308892,Yaghan (Yamana),a people of Chile. Magallanes region: Patagonia area,C0201,1,2021-07-20T00:00:00+00:00,2022-06-13T00:00:00+00:00
2281,300037,Achuar Jivaro,a people of Ecuador and Peru,C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2282,300185,Akurio (Akuliyo),a people of Suriname. Sipaliwini district,C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2283,300288,Amuesha (Lorenzo),"an Arawakan-speaking tribe of Amerindians who are closely related to the Campa and live in the Peruvian montana along the Pozuzu, Churchuras, Huancabama, Palcazu, Pichi, Neguachi, Apuracayali, and Mais rivers in the departments of Pasco and Junin",C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2284,300387,Apinaye (Apinaje),"a people of Brazil. Tocantins and Maranhao states, near Tocantinopolis",C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2285,300471,Arawak (Lokono),a sub-set of the larger Arawakan-speaking Amerindians of the Greater Antilles and South America,C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2286,300491,Ica (Arhuaco),a people of Colombia. Cesar and Magdalena departments,C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2287,300527,Ashaninca (Ashaninka),"an Arawakan-speaking tribe of Amerindians in Peru. Apurimac, Ene, Perene, Tambo rivers and tributaries",C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2288,300553,Atikum (Uamue),a people of Brazil. Pernambuco state: Floresta area,C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2289,300557,Waimiri-Atroari (Atruahi),"a people of Brazil. Amazonas state: border area with Roraima state on Alalau and Camanau, Jatapu, and Jauaperi rivers",C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2290,300619,Ayore (Ayoreo),"a people of Paraguay. Alto Paraguay department: Arocojnadi, Cucaani, Guidaichai, and Isla Alta; Boquerón department: Campo Loro, Ebetogue, Jesudi, and Tunocojai",C0201,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2291,300748,Bakpinka (Uwet),a people of Nigeria. Cross River state: Akamkpa LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2292,300796,Banagere (Mesaka),a people of Cameroon. North West region: Menchum division,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2293,300820,Banga (Bangawa),a people of Nigeria. Kebbi and Zamfara states,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2294,300845,Bankalawa (Jarawa),"a people of Nigeria. Bauchi state: Bauchi, Dass, Tafawa-Belewa, and Toro LGAs",C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2295,300890,Bareshe (Reshe),a people of Nigeria. Kebbi and Niger states,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2296,300975,Baushi (Bauchi),a people of Nigeria. Niger state: Rafi and Shiroro LGAs,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2297,301021,Begbere (Koro Agwe),a people of Nigeria. Kaduna andNassarawa states,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2298,301040,Bekworra (Yakoro),a people of Nigeria. Benue state: Vandeika and Bedwara LGAs,C0044,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2299,300014,Jukun,a people of Nigeria. Benue state,C0044,1,2021-07-20T00:00:00+00:00,2023-01-25T00:00:00+00:00
2300,300035,Achipa (Achipawa),a tribal people of Nigeria. Niger and Kaduna states,C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2301,300110,Agoi (Ibami),a people of Nigeria. Cross River state: Akamkpa and Obubra LGAs,C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2302,300164,Ake (Nigeria),a people of Nigeria. Nassarawa state,C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2303,300530,Ashingini (Kambari),a people of Nigeria. Kebbi state: Ngaski LGA; Niger state,C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2304,300550,Aten (Ganawuri),a people of Nigeria. Kaduna state: Kaura LGA; Plateau state: Riyom LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2305,300637,Abong,"a people of Nigeria. Taraba state, Sardauna LGA, Abong town, south-east of Baissa",C0044,1,2021-07-20T00:00:00+00:00,2022-01-28T00:00:00+00:00
2306,301220,Bile (Billanchi),"a people of Nigeria. Adamawa state: Demsa LGA, along Bille river",C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2307,301271,Bitare (Yukutare),a people of Nigeria. Taraba state: Kurmi LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2308,301330,Bolewa (Bole),"a people of Nigeria. Bauchi, Platearu, and Yobe states",C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2309,301423,Bu (Cameroon),"a people of Cameroon. North West region: Menchum divison, Fungom subdivision",C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2310,301487,Bura (Pabir),"a people of Nigeria. Adamawa, Borno, and Yobe states",C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2311,301561,Cala (Caka),"a people of Cameroon. South West region: northeast Manyu division, Akwaya subdivision",C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2312,301588,Chara (Cara),a people of Nigeria. Plateau state: Bassa LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2313,301748,Ashingini (Cishingini),a people of Nigeria. Kebbi and Niger states,C0044,1,2021-07-20T00:00:00+00:00,2022-02-02T00:00:00+00:00
2314,302373,Evand (Evant),a people of Nigeria. Cross River state: Obanliku LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-02-09T00:00:00+00:00
2315,302463,Fyam (Fyem),"a people of Nigeria. Plateau state: Barkin Ladi, Jos, and Mangu LGAs",C0044,1,2021-07-20T00:00:00+00:00,2022-02-09T00:00:00+00:00
2316,302914,"Gyem, Gyemawa",a people of Nigeria. Bauchi state: Toro LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2317,303124,Ham (Hyam),a people of Nigeria. Kaduna state: Jema'a and Kachia LGAs,C0044,1,2021-07-20T00:00:00+00:00,2022-02-17T00:00:00+00:00
2318,303419,Njikum (Jukun Takum),a people of Cameroon,C0044,1,2021-07-20T00:00:00+00:00,2022-03-08T00:00:00+00:00
2319,303460,Adara,a people of Nigeria. Kaduna and Niger states,C0044,1,2021-07-20T00:00:00+00:00,2022-03-29T00:00:00+00:00
2320,303471,Kadung / Kadun,a people of Nigeria. Bauchi and Plateau states,C0044,1,2021-07-20T00:00:00+00:00,2022-04-18T00:00:00+00:00
2321,303515,"Bajju, Kaje",a people of Nigeria. Kaduna state: Jema'a and Kachia LGAs,C0044,1,2021-07-20T00:00:00+00:00,2022-03-29T00:00:00+00:00
2322,304012,Kila / Somyewe,"a people of Nigeria. Taraba state, Sardauna LGA",C0044,1,2021-07-20T00:00:00+00:00,2022-04-27T00:00:00+00:00
2323,304853,Lungu (Duya),a Benue-Congo speaking ethnic group of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2023-10-26T00:00:00+00:00
2324,305422,Messaga / Becheve,a people of Cameroon,C0044,1,2021-07-20T00:00:00+00:00,2022-05-04T00:00:00+00:00
2325,307070,Ruruma,a people of Nigeria. Kaduna state: Saminaka LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-05-20T00:00:00+00:00
2326,308188,Tiv,"a people of Nigeria. Benue, Cross River, Nassarawa, Plateau, and Taraba states",C0044,1,2021-07-20T00:00:00+00:00,2022-07-20T00:00:00+00:00
2327,308191,Tiyaa / Tuyaa,a people of Nigeria. Bauchi state: Bogoro LGA,C0044,1,2021-07-20T00:00:00+00:00,2022-05-31T00:00:00+00:00
2328,308300,Auna-Agaraiwa Kambari,a people of Nigeria. Kebbi and Niger states,C0044,1,2021-07-20T00:00:00+00:00,2022-06-01T00:00:00+00:00
2329,308474,Ura (Fungwa),"a people of Nigeria. Niger state, Rafi LGA",C0044,1,2021-07-20T00:00:00+00:00,2022-06-02T00:00:00+00:00
2330,301502,Buru (Nigeria),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-02-01T00:00:00+00:00
2331,303155,Igbirra (Ebira),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-02-25T00:00:00+00:00
2332,303309,Jaku (Labir),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-03-08T00:00:00+00:00
2333,303341,"Jarawa, Izere",a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-03-08T00:00:00+00:00
2334,303396,Banda (Shoo-Minda-Nye),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-03-08T00:00:00+00:00
2335,303521,Kakihum / Gadi,a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2023-08-23T00:00:00+00:00
2336,303623,Kana (Ogoni),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-03-31T00:00:00+00:00
2337,304573,Lame / Gura,a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-04-28T00:00:00+00:00
2338,304675,Lere / Taura,a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-04-28T00:00:00+00:00
2339,304808,Lopawa (Lopa),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-04-28T00:00:00+00:00
2340,306075,Ngwoi / Ungwai,a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-05-06T00:00:00+00:00
2341,306105,Ninzam (Ninzo),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-05-06T00:00:00+00:00
2342,306422,Pai (Pe),a people of Nigeria,C0044,1,2021-07-20T00:00:00+00:00,2022-05-13T00:00:00+00:00
2343,301465,Bulu (Papua New Guinea),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2021-08-31T00:00:00+00:00
2344,301473,Buna (Papua New Guinea),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2021-08-31T00:00:00+00:00
2345,302859,Gumasi (Gumawana),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-02-14T00:00:00+00:00
2346,304338,Kukuya (Minaveha),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-04-27T00:00:00+00:00
2347,304389,Kunja / Lower Morehead,a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-04-27T00:00:00+00:00
2348,305242,Masegi (Mangseng),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-03T00:00:00+00:00
2349,305479,Minigir (Lungalunga),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-04T00:00:00+00:00
2350,306271,Tomu / Nomad (Odoodee),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-09T00:00:00+00:00
2351,306423,Pai (Pei),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-13T00:00:00+00:00
2352,306493,Panaras (Kuot),a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-18T00:00:00+00:00
2353,306545,"Papuan, Detribalized",a people of Papua New Guinea,C0152,1,2021-07-20T00:00:00+00:00,2022-05-18T00:00:00+00:00
2354,300694,Baham (Patimuni),a people of Indonesia. West Papua province,C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2355,300800,Banaro (Waran),a people of Papua New Guinea. East Sepik and Madang provinces,C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2356,300910,Barok (Komalu),"a people of Papua New Guinea. New Ireland province: south central, east and west coasts",C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2357,300973,Bauri (Bauzi),a people of Indonesia. Papua province: Jayapura and Yapen Waropen regencies,C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2358,301049,Beli (Makarim),"a people of Papua New Guinea. Sandaun Province, west of Mehek",C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2359,301061,Bemal (Kein),a people of Papua New Guinea. Madang province: Trans-Gogol district,C0152,1,2021-07-20T00:00:00+00:00,2022-01-31T00:00:00+00:00
2360,301065,Pagi (Papua New Guinea),"a people of Papua New Guinea. Sandaun province: Vanimo district, Bewani subdistrict",C0152,1,2021-07-20T00:00:00+00:00,2024-07-08T00:00:00+00:00
2361,302087,Dia (Alu),a people of Papua New Guinea. Sandaun province,C0152,1,2021-07-20T00:00:00+00:00,2022-02-08T00:00:00+00:00
2362,302356,Managalasi (Ese),"a people of Papua New Guinea. Oro province: Popondetta district, Kawawoki Mission area",C0152,1,2021-07-20T00:00:00+00:00,2022-02-09T00:00:00+00:00
2363,302563,Ganja (Kandawo),"a people of Papua New Guinea. Chimbu, Madang, and Western Highlands provinces",C0152,1,2021-07-20T00:00:00+00:00,2022-02-10T00:00:00+00:00
